year,entity,code,emissions
1825,EU-28,,59616944
1825,Europe (other),,0
1825,United States,USA,1135840
1825,Americas (other),,3664
1825,Middle East,,0
1825,Africa,,0
1825,India,IND,0
1825,China,CHN,0
1825,Asia and Pacific (other),,0
1825,International transport,,0
1825,Statistical differences,,0
1825,Austria,AUT,403040
1825,Canada,CAN,3664
1825,France,FRA,3957120
1825,Germany,DEU,4338176
1825,Poland,POL,1326368
1825,United Kingdom,GBR,49592240
1825,World,OWID_WRL,60756448
1826,EU-28,,60100592
1826,Europe (other),,0
1826,United States,USA,1315376
1826,Americas (other),,3664
1826,Middle East,,0
1826,Africa,,0
1826,India,IND,0
1826,China,CHN,0
1826,Asia and Pacific (other),,0
1826,International transport,,0
1826,Statistical differences,,0
1826,Austria,AUT,458000
1826,Canada,CAN,3664
1826,France,FRA,4089024
1826,Germany,DEU,4187952
1826,Poland,POL,1220112
1826,United Kingdom,GBR,50145504
1826,World,OWID_WRL,61419632
1827,EU-28,,64464416
1827,Europe (other),,0
1827,United States,USA,1447280
1827,Americas (other),,3664
1827,Middle East,,0
1827,Africa,,0
1827,India,IND,0
1827,China,CHN,0
1827,Asia and Pacific (other),,0
1827,International transport,,0
1827,Statistical differences,,0
1827,Austria,AUT,476320
1827,Canada,CAN,3664
1827,France,FRA,5910032
1827,Germany,DEU,4539696
1827,Poland,POL,1308048
1827,United Kingdom,GBR,52230320
1827,World,OWID_WRL,65915360
1828,EU-28,,65039664
1828,Europe (other),,0
1828,United States,USA,1593840
1828,Americas (other),,3664
1828,Middle East,,0
1828,Africa,,0
1828,India,IND,0
1828,China,CHN,0
1828,Asia and Pacific (other),,0
1828,International transport,,0
1828,Statistical differences,,0
1828,Austria,AUT,458000
1828,Canada,CAN,3664
1828,France,FRA,6243456
1828,Germany,DEU,4539696
1828,Poland,POL,1209120
1828,United Kingdom,GBR,52589392
1828,World,OWID_WRL,66637168
1829,EU-28,,64585328
1829,Europe (other),,10992
1829,United States,USA,1795360
1829,Americas (other),,3664
1829,Middle East,,0
1829,Africa,,0
1829,India,IND,0
1829,China,CHN,0
1829,Asia and Pacific (other),,0
1829,International transport,,0
1829,Statistical differences,,0
1829,Austria,AUT,476320
1829,Canada,CAN,3664
1829,France,FRA,6074912
1829,Germany,DEU,3631024
1829,Norway,NOR,10992
1829,Poland,POL,1066224
1829,United Kingdom,GBR,53336848
1829,World,OWID_WRL,66395344
1830,EU-28,,87005344
1830,Europe (other),,32976
1830,United States,USA,2088480
1830,Americas (other),,3664
1830,Middle East,,0
1830,Africa,,0
1830,India,IND,0
1830,China,CHN,0
1830,Asia and Pacific (other),,0
1830,International transport,,0
1830,Statistical differences,,0
1830,Austria,AUT,494640
1830,Belgium,BEL,6195824
1830,Canada,CAN,3664
1830,France,FRA,6551232
1830,Germany,DEU,4792512
1830,Hungary,HUN,113584
1830,Norway,NOR,7328
1830,Poland,POL,989280
1830,Spain,ESP,3664
1830,United Kingdom,GBR,67864608
1830,World,OWID_WRL,89123136
1831,EU-28,,82234816
1831,Europe (other),,25648
1831,United States,USA,2264352
1831,Americas (other),,3664
1831,Middle East,,0
1831,Africa,,0
1831,India,IND,0
1831,China,CHN,0
1831,Asia and Pacific (other),,0
1831,International transport,,0
1831,Statistical differences,,0
1831,Austria,AUT,479984
1831,Belgium,BEL,4462752
1831,Canada,CAN,3664
1831,France,FRA,6052928
1831,Germany,DEU,4590992
1831,Hungary,HUN,69616
1831,Norway,NOR,3664
1831,Poland,POL,809744
1831,Spain,ESP,3664
1831,United Kingdom,GBR,65765136
1831,World,OWID_WRL,84528480
1832,EU-28,,82069936
1832,Europe (other),,14656
1832,United States,USA,3022800
1832,Americas (other),,3664
1832,Middle East,,0
1832,Africa,,0
1832,India,IND,0
1832,China,CHN,0
1832,Asia and Pacific (other),,0
1832,International transport,,0
1832,Statistical differences,,0
1832,Austria,AUT,512960
1832,Belgium,BEL,4715568
1832,Canada,CAN,3664
1832,France,FRA,6679472
1832,Germany,DEU,3447824
1832,Hungary,HUN,87936
1832,Poland,POL,1033248
1832,Spain,ESP,3664
1832,United Kingdom,GBR,65589264
1832,World,OWID_WRL,85111056
1833,EU-28,,83257072
1833,Europe (other),,18320
1833,United States,USA,3528432
1833,Americas (other),,3664
1833,Middle East,,0
1833,Africa,,0
1833,India,IND,0
1833,China,CHN,0
1833,Asia and Pacific (other),,0
1833,International transport,,0
1833,Statistical differences,,0
1833,Austria,AUT,428688
1833,Belgium,BEL,4565344
1833,Canada,CAN,3664
1833,France,FRA,7247392
1833,Germany,DEU,4378480
1833,Hungary,HUN,65952
1833,Poland,POL,1073552
1833,Spain,ESP,3664
1833,United Kingdom,GBR,65494000
1833,World,OWID_WRL,86807488
1834,EU-28,,85100064
1834,Europe (other),,0
1834,United States,USA,3381872
1834,Americas (other),,3664
1834,Middle East,,0
1834,Africa,,0
1834,India,IND,0
1834,China,CHN,0
1834,Asia and Pacific (other),,0
1834,International transport,,0
1834,Statistical differences,,0
1834,Austria,AUT,586240
1834,Belgium,BEL,4407792
1834,Canada,CAN,3664
1834,France,FRA,8921840
1834,Germany,DEU,4411456
1834,Hungary,HUN,69616
1834,Poland,POL,1128512
1834,Spain,ESP,3664
1834,Sweden,SWE,32976
1834,United Kingdom,GBR,65537968
1834,World,OWID_WRL,88485600
1835,EU-28,,86111328
1835,Europe (other),,14656
1835,United States,USA,4316192
1835,Americas (other),,3664
1835,Middle East,,0
1835,Africa,,0
1835,India,IND,0
1835,China,CHN,0
1835,Asia and Pacific (other),,0
1835,International transport,,0
1835,Statistical differences,,0
1835,Austria,AUT,633872
1835,Belgium,BEL,4759536
1835,Canada,CAN,3664
1835,France,FRA,9258928
1835,Germany,DEU,4931744
1835,Hungary,HUN,51296
1835,Norway,NOR,14656
1835,Poland,POL,1209120
1835,Spain,ESP,3664
1835,United Kingdom,GBR,65263168
1835,World,OWID_WRL,90445840
1836,EU-28,,100023536
1836,Europe (other),,14656
1836,United States,USA,4730224
1836,Americas (other),,3664
1836,Middle East,,0
1836,Africa,,0
1836,India,IND,0
1836,China,CHN,0
1836,Asia and Pacific (other),,0
1836,International transport,,0
1836,Statistical differences,,0
1836,Austria,AUT,674176
1836,Belgium,BEL,5598592
1836,Canada,CAN,3664
1836,France,FRA,10636592
1836,Germany,DEU,5191888
1836,Hungary,HUN,84272
1836,Norway,NOR,18320
1836,Poland,POL,1370336
1836,Spain,ESP,21984
1836,United Kingdom,GBR,76445696
1836,World,OWID_WRL,104775744
1837,EU-28,,99356688
1837,Europe (other),,25648
1837,United States,USA,5305472
1837,Americas (other),,3664
1837,Middle East,,0
1837,Africa,,0
1837,India,IND,0
1837,China,CHN,0
1837,Asia and Pacific (other),,0
1837,International transport,,0
1837,Statistical differences,,0
1837,Austria,AUT,707152
1837,Belgium,BEL,5997968
1837,Canada,CAN,3664
1837,France,FRA,11351072
1837,Germany,DEU,5950336
1837,Hungary,HUN,69616
1837,Norway,NOR,25648
1837,Poland,POL,1472928
1837,Spain,ESP,36640
1837,United Kingdom,GBR,73770976
1837,World,OWID_WRL,104691472
1838,EU-28,,102958400
1838,Europe (other),,47632
1838,United States,USA,5030672
1838,Americas (other),,3664
1838,Middle East,,0
1838,Africa,,0
1838,India,IND,0
1838,China,CHN,0
1838,Asia and Pacific (other),,0
1838,International transport,,0
1838,Statistical differences,,0
1838,Austria,AUT,850048
1838,Belgium,BEL,6122544
1838,Canada,CAN,3664
1838,France,FRA,11867696
1838,Germany,DEU,6631840
1838,Hungary,HUN,62288
1838,Norway,NOR,51296
1838,Poland,POL,1586512
1838,Spain,ESP,25648
1838,United Kingdom,GBR,75811824
1838,World,OWID_WRL,108044032
1839,EU-28,,106050816
1839,Europe (other),,40304
1839,United States,USA,5517984
1839,Americas (other),,3664
1839,Middle East,,0
1839,Africa,,0
1839,India,IND,0
1839,China,CHN,0
1839,Asia and Pacific (other),,0
1839,International transport,,0
1839,Statistical differences,,0
1839,Austria,AUT,1058896
1839,Belgium,BEL,6708784
1839,Canada,CAN,3664
1839,France,FRA,11570912
1839,Germany,DEU,7020224
1839,Hungary,HUN,139232
1839,Norway,NOR,40304
1839,Poland,POL,1681776
1839,Spain,ESP,47632
1839,Sweden,SWE,43968
1839,United Kingdom,GBR,77779392
1839,World,OWID_WRL,111612768
1840,EU-28,,113008752
1840,Europe (other),,47632
1840,United States,USA,5873392
1840,Americas (other),,3664
1840,Middle East,,0
1840,Africa,,0
1840,India,IND,0
1840,China,CHN,0
1840,Asia and Pacific (other),,0
1840,International transport,,0
1840,Statistical differences,,0
1840,Austria,AUT,1168816
1840,Belgium,BEL,7727376
1840,Canada,CAN,3664
1840,France,FRA,11798080
1840,Germany,DEU,9174656
1840,Hungary,HUN,135568
1840,Norway,NOR,43968
1840,Poland,POL,1967568
1840,Spain,ESP,36640
1840,Sweden,SWE,40304
1840,United Kingdom,GBR,80959744
1840,World,OWID_WRL,118929776
1841,EU-28,,116342992
1841,Europe (other),,54960
1841,United States,USA,6214144
1841,Americas (other),,3664
1841,Middle East,,0
1841,Africa,,0
1841,India,IND,0
1841,China,CHN,0
1841,Asia and Pacific (other),,0
1841,International transport,,0
1841,Statistical differences,,0
1841,Austria,AUT,1319040
1841,Belgium,BEL,7390288
1841,Canada,CAN,3664
1841,France,FRA,13820608
1841,Germany,DEU,9548384
1841,Hungary,HUN,142896
1841,Norway,NOR,58624
1841,Poland,POL,2139776
1841,Spain,ESP,102592
1841,Sweden,SWE,40304
1841,United Kingdom,GBR,81839104
1841,World,OWID_WRL,122619424
1842,EU-28,,122509504
1842,Europe (other),,69616
1842,United States,USA,6917632
1842,Americas (other),,3664
1842,Middle East,,0
1842,Africa,,0
1842,India,IND,0
1842,China,CHN,0
1842,Asia and Pacific (other),,0
1842,International transport,,0
1842,Statistical differences,,0
1842,Austria,AUT,1458272
1842,Belgium,BEL,7679744
1842,Canada,CAN,3664
1842,France,FRA,14527760
1842,Germany,DEU,10882080
1842,Hungary,HUN,84272
1842,Norway,NOR,73280
1842,Poland,POL,2282672
1842,Spain,ESP,142896
1842,Sweden,SWE,80608
1842,United Kingdom,GBR,85371200
1842,World,OWID_WRL,129504080
1843,EU-28,,125023008
1843,Europe (other),,65952
1843,United States,USA,7764016
1843,Americas (other),,3664
1843,Middle East,,0
1843,Africa,,0
1843,India,IND,0
1843,China,CHN,0
1843,Asia and Pacific (other),,0
1843,International transport,,0
1843,Statistical differences,,0
1843,Austria,AUT,1267744
1843,Belgium,BEL,7111824
1843,Canada,CAN,3664
1843,Denmark,DNK,135568
1843,France,FRA,14549744
1843,Germany,DEU,10299504
1843,Hungary,HUN,87936
1843,Norway,NOR,62288
1843,Poland,POL,2246032
1843,Spain,ESP,172208
1843,Sweden,SWE,58624
1843,United Kingdom,GBR,89093824
1843,World,OWID_WRL,132852976
1844,EU-28,,132046896
1844,Europe (other),,76944
1844,United States,USA,9306560
1844,Americas (other),,3664
1844,Middle East,,0
1844,Africa,,0
1844,India,IND,0
1844,China,CHN,0
1844,Asia and Pacific (other),,0
1844,International transport,,0
1844,Statistical differences,,0
1844,Austria,AUT,1593840
1844,Belgium,BEL,7800656
1844,Canada,CAN,3664
1844,Denmark,DNK,157552
1844,France,FRA,15260560
1844,Germany,DEU,10882080
1844,Hungary,HUN,186864
1844,Norway,NOR,65952
1844,Poland,POL,2392592
1844,Spain,ESP,201520
1844,Sweden,SWE,98928
1844,United Kingdom,GBR,93472304
1844,World,OWID_WRL,141423072
1845,EU-28,,143903600
1845,Europe (other),,102592
1845,United States,USA,11204512
1845,Americas (other),,3664
1845,Middle East,,0
1845,Africa,,0
1845,India,IND,0
1845,China,CHN,0
1845,Asia and Pacific (other),,0
1845,International transport,,0
1845,Statistical differences,,0
1845,Austria,AUT,1799024
1845,Belgium,BEL,8218352
1845,Canada,CAN,3664
1845,Denmark,DNK,208848
1845,France,FRA,17836352
1845,Germany,DEU,12611488
1845,Hungary,HUN,87936
1845,Norway,NOR,98928
1845,Poland,POL,2791968
1845,Spain,ESP,274800
1845,Sweden,SWE,87936
1845,United Kingdom,GBR,99986896
1845,World,OWID_WRL,155210704
1846,EU-28,,144958832
1846,Europe (other),,98928
1846,United States,USA,12710416
1846,Americas (other),,29312
1846,Middle East,,0
1846,Africa,,0
1846,India,IND,0
1846,China,CHN,0
1846,Asia and Pacific (other),,0
1846,International transport,,0
1846,Statistical differences,,0
1846,Austria,AUT,2114128
1846,Belgium,BEL,8965808
1846,Canada,CAN,25648
1846,Denmark,DNK,227168
1846,France,FRA,18528848
1846,Germany,DEU,13186736
1846,Hungary,HUN,62288
1846,Netherlands,NLD,2868912
1846,Norway,NOR,98928
1846,Poland,POL,2949520
1846,Spain,ESP,282128
1846,Sweden,SWE,80608
1846,United Kingdom,GBR,95692688
1846,World,OWID_WRL,157793824
1847,EU-28,,157196592
1847,Europe (other),,98928
1847,United States,USA,15070032
1847,Americas (other),,32976
1847,Middle East,,0
1847,Africa,,0
1847,India,IND,0
1847,China,CHN,0
1847,Asia and Pacific (other),,0
1847,International transport,,0
1847,Statistical differences,,0
1847,Austria,AUT,2081152
1847,Belgium,BEL,9317552
1847,Canada,CAN,32976
1847,Denmark,DNK,172208
1847,France,FRA,20840832
1847,Germany,DEU,13838928
1847,Hungary,HUN,164880
1847,Netherlands,NLD,3869184
1847,Norway,NOR,102592
1847,Poland,POL,3022800
1847,Spain,ESP,260144
1847,Sweden,SWE,80608
1847,United Kingdom,GBR,103548304
1847,World,OWID_WRL,172402192
1848,EU-28,,156859504
1848,Europe (other),,131904
1848,United States,USA,16784784
1848,Americas (other),,36640
1848,Middle East,,0
1848,Africa,,0
1848,India,IND,0
1848,China,CHN,0
1848,Asia and Pacific (other),,0
1848,International transport,,0
1848,Statistical differences,,0
1848,Austria,AUT,2333968
1848,Belgium,BEL,8284304
1848,Canada,CAN,40304
1848,Denmark,DNK,311440
1848,France,FRA,16689520
1848,Germany,DEU,12827664
1848,Hungary,HUN,0
1848,Netherlands,NLD,3649344
1848,Norway,NOR,131904
1848,Poland,POL,3044784
1848,Spain,ESP,293120
1848,Sweden,SWE,139232
1848,United Kingdom,GBR,109286128
1848,World,OWID_WRL,173816496
1849,EU-28,,165136480
1849,Europe (other),,106256
1849,United States,USA,18221072
1849,Americas (other),,47632
1849,Middle East,,0
1849,Africa,,0
1849,India,IND,0
1849,China,CHN,0
1849,Asia and Pacific (other),,0
1849,International transport,,0
1849,Statistical differences,,0
1849,Austria,AUT,2260688
1849,Belgium,BEL,8734976
1849,Canada,CAN,47632
1849,Denmark,DNK,271136
1849,France,FRA,17385680
1849,Germany,DEU,13622752
1849,Hungary,HUN,0
1849,Netherlands,NLD,3330576
1849,Norway,NOR,106256
1849,Poland,POL,3004480
1849,Spain,ESP,326096
1849,Sweden,SWE,194192
1849,United Kingdom,GBR,116005904
1849,World,OWID_WRL,183511440
1850,EU-28,,176791664
1850,Europe (other),,249152
1850,United States,USA,19792928
1850,Americas (other),,58624
1850,Middle East,,0
1850,Africa,,0
1850,India,IND,0
1850,China,CHN,0
1850,Asia and Pacific (other),,0
1850,International transport,,0
1850,Statistical differences,,0
1850,Austria,AUT,2326640
1850,Belgium,BEL,9332208
1850,Canada,CAN,58624
1850,Denmark,DNK,340752
1850,France,FRA,19617056
1850,Germany,DEU,15139648
1850,Hungary,HUN,0
1850,Ireland,IRL,395712
1850,Netherlands,NLD,3136384
1850,Norway,NOR,139232
1850,Poland,POL,3202336
1850,Spain,ESP,494640
1850,Sweden,SWE,201520
1850,United Kingdom,GBR,122604768
1850,World,OWID_WRL,196896032
1851,EU-28,,173952064
1851,Europe (other),,150224
1851,United States,USA,24633072
1851,Americas (other),,69616
1851,Middle East,,0
1851,Africa,,0
1851,India,IND,0
1851,China,CHN,0
1851,Asia and Pacific (other),,0
1851,International transport,,0
1851,Statistical differences,,0
1851,Austria,AUT,2333968
1851,Belgium,BEL,10167600
1851,Canada,CAN,69616
1851,Denmark,DNK,311440
1851,France,FRA,20038416
1851,Germany,DEU,16869056
1851,Hungary,HUN,274800
1851,Netherlands,NLD,3118064
1851,Norway,NOR,150224
1851,Poland,POL,3458816
1851,Spain,ESP,509296
1851,Sweden,SWE,216176
1851,United Kingdom,GBR,116654432
1851,World,OWID_WRL,198742688
1852,EU-28,,180525280
1852,Europe (other),,157552
1852,United States,USA,26791168
1852,Americas (other),,84272
1852,Middle East,,0
1852,Africa,,0
1852,India,IND,0
1852,China,CHN,0
1852,Asia and Pacific (other),,0
1852,International transport,,0
1852,Statistical differences,,0
1852,Austria,AUT,2810288
1852,Belgium,BEL,11409696
1852,Canada,CAN,84272
1852,Denmark,DNK,333424
1852,France,FRA,21569968
1852,Germany,DEU,19173712
1852,Hungary,HUN,344416
1852,Netherlands,NLD,3762928
1852,Norway,NOR,150224
1852,Poland,POL,4129328
1852,Spain,ESP,534944
1852,Sweden,SWE,216176
1852,United Kingdom,GBR,116240400
1852,World,OWID_WRL,207495984
1853,EU-28,,186779728
1853,Europe (other),,164880
1853,United States,USA,30162048
1853,Americas (other),,106256
1853,Middle East,,0
1853,Africa,,0
1853,India,IND,0
1853,China,CHN,0
1853,Asia and Pacific (other),,0
1853,International transport,,0
1853,Statistical differences,,0
1853,Austria,AUT,3224320
1853,Belgium,BEL,11787088
1853,Canada,CAN,102592
1853,Denmark,DNK,359072
1853,France,FRA,25340224
1853,Germany,DEU,20760224
1853,Hungary,HUN,344416
1853,Netherlands,NLD,4169632
1853,Norway,NOR,164880
1853,Poland,POL,4316192
1853,Spain,ESP,652192
1853,Sweden,SWE,227168
1853,United Kingdom,GBR,115599200
1853,World,OWID_WRL,217099328
1854,EU-28,,221620704
1854,Europe (other),,238160
1854,United States,USA,33159200
1854,Americas (other),,124576
1854,Middle East,,0
1854,Africa,,0
1854,India,IND,0
1854,China,CHN,0
1854,Asia and Pacific (other),,0
1854,International transport,,0
1854,Statistical differences,,0
1854,Austria,AUT,3176688
1854,Belgium,BEL,13058496
1854,Canada,CAN,124576
1854,Denmark,DNK,458000
1854,France,FRA,29213072
1854,Germany,DEU,24365600
1854,Hungary,HUN,436016
1854,Netherlands,NLD,5946672
1854,Norway,NOR,234496
1854,Poland,POL,4777856
1854,Spain,ESP,549600
1854,Sweden,SWE,337088
1854,United Kingdom,GBR,139301616
1854,World,OWID_WRL,255010736
1855,EU-28,,221254304
1855,Europe (other),,593568
1855,United States,USA,38160560
1855,Americas (other),,146560
1855,Middle East,,0
1855,Africa,,0
1855,India,IND,0
1855,China,CHN,0
1855,Asia and Pacific (other),,0
1855,International transport,,0
1855,Statistical differences,,0
1855,Austria,AUT,3700640
1855,Belgium,BEL,13377264
1855,Canada,CAN,150224
1855,Denmark,DNK,454336
1855,France,FRA,33071264
1855,Germany,DEU,28615840
1855,Hungary,HUN,454336
1855,Netherlands,NLD,4649616
1855,Norway,NOR,256480
1855,Poland,POL,5620576
1855,Spain,ESP,553264
1855,Sweden,SWE,315104
1855,United Kingdom,GBR,130442064
1855,World,OWID_WRL,260034080
1856,EU-28,,236771344
1856,Europe (other),,304112
1856,United States,USA,40036528
1856,Americas (other),,179536
1856,Middle East,,0
1856,Africa,,0
1856,India,IND,0
1856,China,CHN,0
1856,Asia and Pacific (other),,0
1856,International transport,,0
1856,Statistical differences,,0
1856,Austria,AUT,4231920
1856,Belgium,BEL,13212384
1856,Canada,CAN,179536
1856,Denmark,DNK,648528
1856,France,FRA,34632128
1856,Germany,DEU,30924160
1856,Hungary,HUN,476320
1856,Netherlands,NLD,4722896
1856,Norway,NOR,304112
1856,Poland,POL,6316736
1856,Spain,ESP,754784
1856,Sweden,SWE,476320
